protein_id,keywords,cluster
NC_077218.1_174,hypothetical protein,PC_3
NC_009233.1_58,DNA-directed RNA polymerase II,PC_3
NC_044938.1_59,DNA-directed RNA polymerase II,PC_3
NC_044939.1_62,DNA-directed RNA polymerase II,PC_3
NC_008518.1_148,RNA polymerase subunit,PC_3
NC_036594.1_1093,DNA-directed RNA polymerase subunit 2 RPB2,PC_3
NC_024697.1_4,putative RNA polymerase II second largest subunit,PC_3
NC_023639.1_52,hypothetical protein,PC_3
NC_079139.1_794,ribonucleotide reductase small subunit,PC_4
NC_075035.1_354,ribonucleotide reductase small subunit,PC_4
NC_075368.1_577,ribonucleotide reductase small subunit,PC_4
NC_020104.1_589,ribonucleotide reductase small subunit,PC_4
NC_023639.1_131,ribonucleoside-diphosphate reductase small chain,PC_4
NC_014649.1_359,ribonucleoside-diphosphate reductase small chain,PC_4
NC_075037.1_414,reductase small subunit,PC_4
NC_075367.1_513,ribonucleoside-diphosphate reductase small chain,PC_4
NC_016072.1_616,ribonucleoside-diphosphate reductase small chain,PC_4
NC_075034.1_594,ribonucleoside-diphosphate reductase small chain,PC_4
NC_075039.1_438,ribonucleotide reductase small subunit,PC_4
NC_075038.1_412,ribonucleotide reductase small subunit,PC_4
NC_027213.1_40,Ribonucleotide reductase small subunit protein,PC_4
NC_015960.1_19,ribonucleotide reductase small subunit,PC_4
NC_002642.1_21,20L protein,PC_4
NC_003663.2_46,CPXV051 protein,PC_4
NC_077221.1_703,ribonucleotide reductase small subunit,PC_4
NC_031038.1_42,ribonucleotide reductase small subunit,PC_4
NC_055230.1_46,ribonuclease reductase S subunit,PC_4
NC_003391.1_46,CMLV039,PC_4
NC_035469.1_36,ribonucleotide reductase small subunit,PC_4
NC_035468.1_39,ribonucleotide reductase small subunit,PC_4
NC_006998.1_38,ribonucleotide reductase small subunit,PC_4
NC_031033.1_42,ribonucleotide reductase small subunit,PC_4
NC_066642.1_64,Ribonucleotide reductase small subunit,PC_4
NC_003389.1_17,"SPV016 ribonucleotide reductase, small subunit",PC_4
NC_008291.1_43,ribonucleotide reductase small subunit,PC_4
NC_063383.1_34,Ribonucleotide reductase small subunit,PC_4
NC_004105.1_55,EVM028,PC_4
NC_055231.1_42,putative F4L protein,PC_4
NC_075036.1_711,ribonucleoside-diphosphate reductase small subunit M2,PC_4
NC_077067.1_382,ribonucleoside diphosphate reductase small subunit,PC_4
NC_035460.1_20,Ribonucleotide reductase small subunit,PC_4
NC_030656.1_7,ribonucleotide reductase,PC_4
NC_004002.1_17,"Ribonucleotide reductase, small subunit",PC_4
NC_001611.1_33,CPXV051 protein,PC_4
NC_035797.1_19,ribonucleotide reductase small subunit,PC_4
NC_004003.1_18,hypothetical protein,PC_4
NC_003027.1_19,LSDV020 ribonucleotide reductase small subunit,PC_4
NC_027778.1_55,ORF_052R,PC_4
NC_001132.2_17,"ribonucleotide reductase, small subunit",PC_4
NC_005179.1_14,20L,PC_4
NC_075136.1_504,ribonucleoside-diphosphate reductase subunit beta,PC_4
NC_001266.1_17,gp015L,PC_4
NC_028094.1_257,ribonucleoside-diphosphate reductase small subunit,PC_4
NC_028110.1_87,putative ribonucleotide reductase small subunit,PC_4
NC_075546.1_84,ribonucleoside-diphosphate reductase small subunit,PC_4
NC_021312.1_109,ribonucleoside-diphosphate reductase small subunit,PC_4
NC_006966.1_27,Ribonucleotide reductase small subunit,PC_4
NC_024697.1_139,ribonucleotide reductase class Ia beta subunit,PC_4
NC_076102.1_40,putative ribonucleoside diphosphate reductase small subunit,PC_4
NC_044937.1_279,ribonucleotide reductase class Ia beta subunit,PC_4
NC_008603.1_276,ribonucleotide reductase class Ia beta subunit,PC_4
NC_016924.1_38,ribonucleotide reductase small subunit,PC_4
NC_021247.1_22,ribonucleotide reductase class Ia beta subunit,PC_4
NC_032111.1_37,ribonucleoside-diphosphate reductase small chain,PC_4
NC_007346.1_28,ribonucleoside-diphosphate reductase small chain,PC_4
NC_008724.1_16,hypothetical protein,PC_4
NC_000852.5_256,hypothetical protein,PC_4
NC_009899.1_268,hypothetical protein,PC_4
NC_032001.1_251,Ribonucleoside-diphosphate reductase small subunit,PC_4
NC_043235.1_280,ribonucleoside-diphosphate reductase small subunit,PC_4
NC_009898.1_293,hypothetical protein,PC_4
NC_028108.1_78,putative ribonucleotide reductase small subunit,PC_4
NC_028112.1_83,putative ribonucleotide reductase small subunit,PC_4
NC_043129.1_80,ribonucleotide reductase,PC_4
NC_010191.2_158,putative ribonucleoside-diphosphate reductase small chain,PC_4
NC_014789.1_153,ribonucleoside-diphosphate reductase small subunit-possible host origin,PC_4
NC_028091.1_161,thioredoxin domain,PC_4
NC_028092.1_161,thioredoxin domain,PC_4
NC_013288.1_158,thioredoxin domain,PC_4
NC_020852.1_109,thioredoxin domain,PC_4
NC_028093.1_120,hypothetical protein,PC_4
NC_014767.1_160,thioredoxin domain,PC_4
NC_020864.1_75,ribonucleoside-diphosphate reductase small subunit,PC_4
NC_014765.1_158,hypothetical protein,PC_4
NC_037057.1_122,hypothetical protein,PC_4
NC_021249.1_46,ribonucleotide reductase class Ia beta subunit,PC_4
NC_043254.1_20,FirrV-1-A19,PC_4
NC_011183.1_88,putative ribonucleotide reductase small subunit,PC_4
NC_002687.1_131,EsV-1-128,PC_4
NC_005309.1_238,CNPV236 ribonucleotide reductase small subunit,PC_4
NC_036582.1_187,CNPV236 ribonucleotide reductase small subunit,PC_4
NC_008518.1_97,hypothetical protein,PC_4
NC_021248.1_60,ribonucleotide reductase class Ia beta subunit,PC_4
NC_036582.1_188,ribonucleotide reductase small subunit,PC_4
NC_036594.1_1149,Ribonucleoside-diphosphate reductase small chain,PC_4
NC_028094.1_435,disrupted ribonucleoside-diphosphate reductase small subunit,PC_4
NC_014637.1_468,putative ribonucleoside-diphosphate reductase small subunit,PC_4
NC_003494.1_22,putative ribonucleotide reductase small subunit,PC_4
NC_079139.1_441,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_143,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_793,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_330,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_766,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_1008,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_236,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_765,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_112,F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_954,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_995,F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_129,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_920,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_654,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_218,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_235,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_894,F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_921,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_475,F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_789,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_997,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_245,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_992,F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_657,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_898,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_918,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_919,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_1031,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_895,F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_953,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_762,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_878,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_629,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_279,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_791,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_993,F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_404,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_847,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_652,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_126,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_764,hypothetical protein,PC_5
NC_075034.1_630,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_875,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_788,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_848,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_440,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_631,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_989,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_767,hypothetical protein,PC_5
NC_075367.1_169,F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_1005,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_107,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_876,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_653,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_125,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_790,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_877,putative F-box and FNIP repeat-containing protein,PC_5
NC_020104.1_899,FNIP repeat-containing protein,PC_5
NC_016072.1_955,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_763,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_108,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_922,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_493,putative F-box and FNIP repeat-containing protein,PC_5
NC_079139.1_896,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_923,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_956,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_879,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_106,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_104,hypothetical protein,PC_5
NC_075034.1_105,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_324,F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_127,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_474,F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_217,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_234,putative F-box and FNIP repeat-containing protein,PC_5
NC_075034.1_219,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_792,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_794,putative F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_231,F-box and FNIP repeat-containing protein,PC_5
NC_075037.1_121,repeat-containing protein,PC_5
NC_016072.1_651,F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_884,F-box and FNIP repeat-containing protein,PC_5
NC_075367.1_893,putative F-box and FNIP repeat-containing protein,PC_5
NC_016072.1_237,hypothetical protein,PC_5
NC_075367.1_899,hypothetical protein,PC_5
NC_016072.1_128,hypothetical protein,PC_5
NC_016072.1_246,hypothetical protein,PC_5
NC_044941.1_6,pMGF 360-3L,PC_6
NC_044942.1_6,pBA71-L356L,PC_6
NC_044950.1_7,pMGF 360-3L,PC_6
NC_044949.1_6,pMGF 360-3L,PC_6
NC_044948.1_7,hypothetical protein,PC_6
NC_044952.1_6,hypothetical protein,PC_6
NC_044951.1_7,hypothetical protein,PC_6
NC_044953.1_7,pMGF 360-3L,PC_6
NC_044944.1_9,MGF 360-3L,PC_6
NC_044946.1_5,MGF 360-3L,PC_6
NC_044945.1_8,MGF 360-3L,PC_6
NC_044954.1_6,MGF 360-3L,PC_6
NC_044947.1_8,MGF 360-3L,PC_6
NC_044944.1_4,MGF 360-19R,PC_6
NC_044945.1_3,MGF 360-19R,PC_6
NC_044942.1_160,pDP363R,PC_6
NC_044950.1_169,pDP363R,PC_6
NC_044951.1_162,pDP363R,PC_6
NC_044949.1_163,pDP363R,PC_6
NC_044952.1_165,pDP363R,PC_6
NC_044945.1_38,MGF 360-12L,PC_6
NC_044946.1_30,MGF 360-11L,PC_6
NC_044944.1_34,MGF 360-11L,PC_6
NC_044945.1_36,MGF 360-11L,PC_6
NC_044954.1_29,MGF 360-11L,PC_6
NC_044941.1_22,pMGF 360-9L,PC_6
NC_044953.1_29,pMGF 360-9L,PC_6
NC_044951.1_23,hypothetical protein,PC_6
NC_044948.1_29,hypothetical protein,PC_6
NC_044943.1_22,pMGF 360-9L,PC_6
NC_044954.1_27,MGF 360-9L,PC_6
NC_044945.1_34,MGF 360-9L,PC_6
NC_044952.1_26,MGF 360-9L,PC_6
NC_044950.1_29,MGF 360-9L,PC_6
NC_044944.1_32,MGF 360-9L,PC_6
NC_044949.1_26,MGF 360-9L,PC_6
NC_044946.1_28,MGF 360-9L,PC_6
NC_044952.1_30,hypothetical protein,PC_6
NC_044944.1_36,MGF 360-12L,PC_6
NC_044941.1_23,pMGF 360-10L,PC_6
NC_044953.1_30,pMGF 360-10L,PC_6
NC_044952.1_27,pMGF 360-10L,PC_6
NC_044949.1_27,pMGF 360-10L,PC_6
NC_044950.1_30,pMGF 360-10L,PC_6
NC_044951.1_24,hypothetical protein,PC_6
NC_044948.1_30,hypothetical protein,PC_6
NC_044954.1_28,hypothetical protein,PC_6
NC_044944.1_33,MGF 360-10L,PC_6
NC_044945.1_35,MGF 360-10L,PC_6
NC_044946.1_29,MGF 360-10L,PC_6
NC_044950.1_33,hypothetical protein,PC_6
NC_044941.1_24,pMGF 360-11L,PC_6
NC_044953.1_31,pMGF 360-11L,PC_6
NC_044948.1_31,hypothetical protein,PC_6
NC_044950.1_31,hypothetical protein,PC_6
NC_044951.1_25,hypothetical protein,PC_6
NC_044951.1_27,hypothetical protein,PC_6
NC_044949.1_30,hypothetical protein,PC_6
NC_044954.1_31,hypothetical protein,PC_6
NC_044941.1_27,pMGF 360-12L,PC_6
NC_044948.1_33,hypothetical protein,PC_6
NC_044956.1_29,MGF 360-12L,PC_6
NC_044953.1_33,hypothetical protein,PC_6
NC_044947.1_31,MGF 360-12L,PC_6
NC_044946.1_32,MGF 360-12L,PC_6
NC_044958.1_28,pMGF 360-12L,PC_6
NC_044941.1_28,pMGF 360-13L,PC_6
NC_044953.1_34,hypothetical protein,PC_6
NC_044948.1_34,hypothetical protein,PC_6
NC_044949.1_31,hypothetical protein,PC_6
NC_044951.1_28,hypothetical protein,PC_6
NC_044952.1_31,hypothetical protein,PC_6
NC_044950.1_34,hypothetical protein,PC_6
NC_044954.1_32,MGF 360-13L,PC_6
NC_044944.1_37,MGF 360-13L,PC_6
NC_044945.1_39,MGF 360-13L,PC_6
NC_044946.1_34,MGF 360-13L(FRAG-2),PC_6
NC_044943.1_153,pMGF 360-19R,PC_6
NC_044958.1_170,hypothetical protein,PC_6
NC_044948.1_179,hypothetical protein,PC_6
NC_044947.1_9,hypothetical protein,PC_6
NC_044946.1_33,MGF 360-13L(FRAG-1),PC_6
NC_044951.1_2,MGF 360-1L,PC_6
NC_044958.1_171,pDP363R,PC_6
NC_079139.1_579,DNA topoisomerase 2,PC_7
NC_075367.1_706,DNA topoisomerase 2,PC_7
NC_075368.1_380,DNA topoisomerase 2,PC_7
NC_016072.1_420,DNA topoisomerase II,PC_7
NC_075034.1_403,hypothetical protein,PC_7
NC_075037.1_622,topoisomerase 2,PC_7
NC_020104.1_383,DNA topoisomerase II,PC_7
NC_075035.1_528,topoisomerase II,PC_7
NC_023639.1_305,DNA topoisomerase II,PC_7
NC_014649.1_534,DNA topoisomerase II,PC_7
NC_075038.1_818,mg403 protein,PC_7
NC_075039.1_852,hypothetical protein,PC_7
NC_077067.1_557,DNA topoisomerase IIA,PC_7
NC_077221.1_483,DNA topoisomerase 2,PC_7
NC_075036.1_374,DNA topoisomerase 2,PC_7
NC_077077.1_70,DNA topoisomerase 2,PC_7
NC_075546.1_42,DNA gyrase/DNA topoisomerase IV subunit A,PC_7
NC_028094.1_74,DNA topoisomerase II,PC_7
NC_024697.1_304,DNA topoisomerase II,PC_7
NC_021312.1_52,DNA gyrase/DNA topoisomerase IV subunit A,PC_7
NC_032001.1_306,DNA topoisomerase II large subunit,PC_7
NC_014765.1_206,DNA topoisomerase II,PC_7
NC_014637.1_335,DNA topoisomerase II,PC_7
NC_014766.1_235,DNA topoisomerase II,PC_7
NC_028093.1_224,DNA topoisomerase II,PC_7
NC_079139.1_635,hypothetical protein,PC_7
NC_020104.1_15,DNA topoisomerase 2,PC_7
NC_009899.1_334,DNA topoisomerase II large subunit,PC_7
NC_000852.5_318,DNA topoisomerase II large subunit,PC_7
NC_009898.1_360,DNA topoisomerase II large subunit,PC_7
NC_028092.1_229,DNA topoisomerase II,PC_7
NC_013288.1_225,DNA topoisomerase II,PC_7
NC_010191.2_223,DNA topoisomerase II,PC_7
NC_008724.1_224,DNA topoisomerase II,PC_7
NC_014767.1_233,DNA topoisomerase II,PC_7
NC_028110.1_188,DNA topoisomerase II,PC_7
NC_044937.1_231,DNA topoisomerase II,PC_7
NC_008603.1_230,DNA topoisomerase II,PC_7
NC_037057.1_175,DNA topoisomerase II,PC_7
NC_043235.1_341,DNA topoisomerase II large subunit,PC_7
NC_076102.1_186,putative DNA topoisomerase type II,PC_7
NC_023611.1_155,DNA topoisomerase II,PC_7
NC_021901.1_149,DNA topoisomerase II,PC_7
NC_023615.1_157,DNA topoisomerase II,PC_7
NC_028104.1_92,putative DNA gyrase/DNA topoisomerase IV subunit A,PC_7
NC_028104.1_93,DNA topoisomerase II,PC_7
NC_075136.1_380,DNA topoisomerase 2,PC_7
NC_043129.1_159,DNA topoisomerase II,PC_7
NC_020864.1_229,DNA topoisomerase II,PC_7
NC_028091.1_250,DNA topoisomerase II,PC_7
NC_020852.1_29,DNA topoisomerase II,PC_7
NC_014789.1_229,DNA topoisomerase II,PC_7
NC_028112.1_41,DNA topoisomerase II large subunit,PC_7
NC_028110.1_141,DNA topoisomerase II,PC_7
NC_055165.1_83,DNA topoisomerase II large subunit,PC_7
NC_003038.1_18,DNA topoisomerase II,PC_7
NC_024451.1_99,DNA topoisomerase II,PC_7
NC_023613.1_167,DNA topoisomerase II,PC_7
NC_015780.1_90,DNA topoisomerase II,PC_7
NC_008187.1_90,DNA topoisomerase II,PC_7
NC_038553.1_93,DNA topoisomerase II large subunit,PC_7
NC_043228.1_7,DNA topoisomerase II,PC_7
NC_025412.1_165,DNA topoisomerase II,PC_7
NC_013756.1_162,DNA topoisomerase II,PC_7
NC_030230.1_199,DNA topoisomerase II,PC_7
NC_015326.1_52,DNA topoisomerase II,PC_7
NC_033775.1_421,DNA topoisomerase II,PC_7
NC_038511.1_40,DNA topoisomerase II,PC_7
NC_031465.1_52,DNA topoisomerase II,PC_7
NC_029692.1_140,DNA topoisomerase II,PC_7
NC_043228.1_8,DNA topoisomerase II,PC_7
NC_023848.1_138,DNA topoisomerase II,PC_7
NC_043235.1_343,DNA topoisomerase II large subunit,PC_7
NC_036594.1_1054,DNA topoisomerase II,PC_7
NC_031465.1_53,DNA topoisomerase II,PC_7
NC_031465.1_54,hypothetical protein,PC_7
NC_031465.1_55,DNA topoisomerase II,PC_7
NC_027707.1_99,DNA topoisomerase II,PC_7
NC_023848.1_139,DNA topoisomerase II,PC_7
NC_007346.1_451,DNA topoisomerase II,PC_7
NC_079139.1_985,restriction endonuclease,PC_8
NC_075368.1_744,restriction endonuclease,PC_8
NC_020104.1_758,homing endonuclease,PC_8
NC_043226.1_11,endonuclease,PC_8
NC_033775.1_444,endonuclease,PC_8
NC_033775.1_141,endonuclease,PC_8
NC_033775.1_79,restriction endonuclease,PC_8
NC_033775.1_410,endonuclease,PC_8
NC_038511.1_310,endonuclease,PC_8
NC_013756.1_233,HNH endonuclease,PC_8
NC_030230.1_272,HNH endonuclease,PC_8
NC_025412.1_233,HNH endonuclease,PC_8
NC_038511.1_159,endonuclease,PC_8
NC_013756.1_401,HNH endonuclease,PC_8
NC_029692.1_271,HNH endonuclease,PC_8
NC_033775.1_216,HNH endonuclease,PC_8
NC_077067.1_1382,putative restriction endonuclease,PC_8
NC_025412.1_397,HNH endonuclease,PC_8
NC_025412.1_399,conserved putative restriction endonuclease,PC_8
NC_075037.1_246,endonuclease,PC_8
NC_043227.1_1,conserved putative restriction endonuclease,PC_8
NC_043227.1_17,endonuclease,PC_8
NC_025412.1_150,endonuclease,PC_8
NC_030230.1_443,restriction endonuclease,PC_8
NC_043223.1_131,conserved putative restriction endonuclease,PC_8
NC_079139.1_986,restriction endonuclease,PC_8
NC_029692.1_408,restriction endonuclease,PC_8
NC_043223.1_122,endonuclease,PC_8
NC_029692.1_1,conserved putative restriction endonuclease,PC_8
